LA,14301,HH,M,2000-01-01T07:00:00+07:00,1.46,m     , O
LA,14301,HH,M,2004-02-17T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2004-02-18T07:00:00+07:00,0.77,m     , O
LA,14301,HH,M,2004-02-19T07:00:00+07:00,0.74,m     , O
LA,14301,HH,M,2004-02-20T07:00:00+07:00,0.72,m     , O
LA,14301,HH,M,2004-02-21T07:00:00+07:00,0.68,m     , O
LA,14301,HH,M,2004-02-22T07:00:00+07:00,0.66,m     , O
LA,14301,HH,M,2004-02-23T07:00:00+07:00,0.66,m     , O
LA,14301,HH,M,2004-02-24T07:00:00+07:00,0.66,m     , O
LA,14301,HH,M,2004-02-25T07:00:00+07:00,0.66,m     , O
LA,14301,HH,M,2004-02-26T07:00:00+07:00,0.68,m     , O
LA,14301,HH,M,2004-02-27T07:00:00+07:00,0.63,m     , O
LA,14301,HH,M,2004-02-28T07:00:00+07:00,0.62,m     , O
LA,14301,HH,M,2004-02-29T07:00:00+07:00,0.57,m     , O
LA,14301,HH,M,2004-03-01T07:00:00+07:00,0.55,m     , O
LA,14301,HH,M,2004-03-02T07:00:00+07:00,0.55,m     , O
LA,14301,HH,M,2004-03-03T07:00:00+07:00,0.56,m     , O
LA,14301,HH,M,2004-03-04T07:00:00+07:00,0.54,m     , O
LA,14301,HH,M,2004-03-05T07:00:00+07:00,0.54,m     , O
LA,14301,HH,M,2004-03-06T07:00:00+07:00,0.52,m     , O
LA,14301,HH,M,2004-03-07T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-03-08T07:00:00+07:00,0.48,m     , O
LA,14301,HH,M,2004-03-09T07:00:00+07:00,0.47,m     , O
LA,14301,HH,M,2004-03-10T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-03-11T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-03-12T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-03-13T07:00:00+07:00,0.48,m     , O
LA,14301,HH,M,2004-03-14T07:00:00+07:00,0.53,m     , O
LA,14301,HH,M,2004-03-15T07:00:00+07:00,0.53,m     , O
LA,14301,HH,M,2004-03-16T07:00:00+07:00,0.53,m     , O
LA,14301,HH,M,2004-03-17T07:00:00+07:00,0.53,m     , O
LA,14301,HH,M,2004-03-18T07:00:00+07:00,0.52,m     , O
LA,14301,HH,M,2004-03-19T07:00:00+07:00,0.52,m     , O
LA,14301,HH,M,2004-03-20T07:00:00+07:00,0.54,m     , O
LA,14301,HH,M,2004-03-21T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-03-22T07:00:00+07:00,0.48,m     , O
LA,14301,HH,M,2004-03-23T07:00:00+07:00,0.48,m     , O
LA,14301,HH,M,2004-03-24T07:00:00+07:00,0.47,m     , O
LA,14301,HH,M,2004-03-25T07:00:00+07:00,0.54,m     , O
LA,14301,HH,M,2004-03-26T07:00:00+07:00,0.52,m     , O
LA,14301,HH,M,2004-03-27T07:00:00+07:00,0.52,m     , O
LA,14301,HH,M,2004-03-28T07:00:00+07:00,0.48,m     , O
LA,14301,HH,M,2004-03-29T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-03-30T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-03-31T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-04-01T07:00:00+07:00,0.48,m     , O
LA,14301,HH,M,2004-04-02T07:00:00+07:00,0.48,m     , O
LA,14301,HH,M,2004-04-03T07:00:00+07:00,0.47,m     , O
LA,14301,HH,M,2004-04-04T07:00:00+07:00,0.46,m     , O
LA,14301,HH,M,2004-04-05T07:00:00+07:00,0.46,m     , O
LA,14301,HH,M,2004-04-06T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-04-07T07:00:00+07:00,0.53,m     , O
LA,14301,HH,M,2004-04-08T07:00:00+07:00,0.54,m     , O
LA,14301,HH,M,2004-04-09T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-04-10T07:00:00+07:00,0.5,m     , O
LA,14301,HH,M,2004-04-11T07:00:00+07:00,0.52,m     , O
LA,14301,HH,M,2004-04-12T07:00:00+07:00,0.54,m     , O
LA,14301,HH,M,2004-04-13T07:00:00+07:00,0.55,m     , O
LA,14301,HH,M,2004-04-14T07:00:00+07:00,0.56,m     , O
LA,14301,HH,M,2004-04-15T07:00:00+07:00,0.56,m     , O
LA,14301,HH,M,2004-04-16T07:00:00+07:00,0.58,m     , O
LA,14301,HH,M,2004-04-17T07:00:00+07:00,0.58,m     , O
LA,14301,HH,M,2004-04-18T07:00:00+07:00,0.58,m     , O
LA,14301,HH,M,2004-04-19T07:00:00+07:00,0.62,m     , O
LA,14301,HH,M,2004-04-20T07:00:00+07:00,0.68,m     , O
LA,14301,HH,M,2004-04-21T07:00:00+07:00,0.68,m     , O
LA,14301,HH,M,2004-04-22T07:00:00+07:00,0.74,m     , O
LA,14301,HH,M,2004-04-23T07:00:00+07:00,0.79,m     , O
LA,14301,HH,M,2004-04-24T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2004-04-25T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2004-04-26T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2004-04-27T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2004-04-28T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2004-04-29T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2004-04-30T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2004-05-01T07:00:00+07:00,0.77,m     , O
LA,14301,HH,M,2004-05-02T07:00:00+07:00,0.76,m     , O
LA,14301,HH,M,2004-05-03T07:00:00+07:00,0.79,m     , O
LA,14301,HH,M,2004-05-04T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2004-05-05T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2004-05-06T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2004-05-07T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2004-05-08T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2004-05-09T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2004-05-10T07:00:00+07:00,1.11,m     , O
LA,14301,HH,M,2004-05-11T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2004-05-12T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2004-05-13T07:00:00+07:00,0.99,m     , O
LA,14301,HH,M,2004-05-14T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2004-05-15T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2004-05-16T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2004-05-17T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2004-05-18T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2004-05-19T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2004-05-20T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2004-05-21T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2004-05-22T07:00:00+07:00,1.15,m     , O
LA,14301,HH,M,2004-05-23T07:00:00+07:00,1.24,m     , O
LA,14301,HH,M,2004-05-24T07:00:00+07:00,1.31,m     , O
LA,14301,HH,M,2004-05-25T07:00:00+07:00,1.43,m     , O
LA,14301,HH,M,2004-05-26T07:00:00+07:00,1.54,m     , O
LA,14301,HH,M,2004-05-27T07:00:00+07:00,1.62,m     , O
LA,14301,HH,M,2004-05-28T07:00:00+07:00,1.69,m     , O
LA,14301,HH,M,2004-05-29T07:00:00+07:00,1.9,m     , O
LA,14301,HH,M,2004-05-30T07:00:00+07:00,2.23,m     , O
LA,14301,HH,M,2004-05-31T07:00:00+07:00,2.33,m     , O
LA,14301,HH,M,2004-06-01T07:00:00+07:00,2.43,m     , O
LA,14301,HH,M,2004-06-02T07:00:00+07:00,2.65,m     , O
LA,14301,HH,M,2004-06-03T07:00:00+07:00,2.65,m     , O
LA,14301,HH,M,2004-06-04T07:00:00+07:00,2.68,m     , O
LA,14301,HH,M,2004-06-05T07:00:00+07:00,2.6,m     , O
LA,14301,HH,M,2004-06-06T07:00:00+07:00,2.49,m     , O
LA,14301,HH,M,2004-06-07T07:00:00+07:00,2.63,m     , O
LA,14301,HH,M,2004-06-08T07:00:00+07:00,2.67,m     , O
LA,14301,HH,M,2004-06-09T07:00:00+07:00,2.8,m     , O
LA,14301,HH,M,2004-06-10T07:00:00+07:00,2.88,m     , O
LA,14301,HH,M,2004-06-11T07:00:00+07:00,2.89,m     , O
LA,14301,HH,M,2004-06-12T07:00:00+07:00,2.87,m     , O
LA,14301,HH,M,2004-06-13T07:00:00+07:00,2.79,m     , O
LA,14301,HH,M,2004-06-14T07:00:00+07:00,2.82,m     , O
LA,14301,HH,M,2004-06-15T07:00:00+07:00,2.92,m     , O
LA,14301,HH,M,2004-06-16T07:00:00+07:00,2.97,m     , O
LA,14301,HH,M,2004-06-17T07:00:00+07:00,3.08,m     , O
LA,14301,HH,M,2004-06-18T07:00:00+07:00,3.23,m     , O
LA,14301,HH,M,2004-06-19T07:00:00+07:00,3.41,m     , O
LA,14301,HH,M,2004-06-20T07:00:00+07:00,3.78,m     , O
LA,14301,HH,M,2004-06-21T07:00:00+07:00,4.15,m     , O
LA,14301,HH,M,2004-06-22T07:00:00+07:00,4.28,m     , O
LA,14301,HH,M,2004-06-23T07:00:00+07:00,4.19,m     , O
LA,14301,HH,M,2004-06-24T07:00:00+07:00,3.99,m     , O
LA,14301,HH,M,2004-06-25T07:00:00+07:00,3.82,m     , O
LA,14301,HH,M,2004-06-26T07:00:00+07:00,3.55,m     , O
LA,14301,HH,M,2004-06-27T07:00:00+07:00,3.35,m     , O
LA,14301,HH,M,2004-06-28T07:00:00+07:00,3.31,m     , O
LA,14301,HH,M,2004-06-29T07:00:00+07:00,3.28,m     , O
LA,14301,HH,M,2004-06-30T07:00:00+07:00,3.19,m     , O
LA,14301,HH,M,2004-07-01T07:00:00+07:00,3.09,m     , O
LA,14301,HH,M,2004-07-02T07:00:00+07:00,3.14,m     , O
LA,14301,HH,M,2004-07-03T07:00:00+07:00,3.18,m     , O
LA,14301,HH,M,2004-07-04T07:00:00+07:00,3.11,m     , O
LA,14301,HH,M,2004-07-05T07:00:00+07:00,3.13,m     , O
LA,14301,HH,M,2004-07-06T07:00:00+07:00,3.17,m     , O
LA,14301,HH,M,2004-07-07T07:00:00+07:00,3.25,m     , O
LA,14301,HH,M,2004-07-08T07:00:00+07:00,3.34,m     , O
LA,14301,HH,M,2004-07-09T07:00:00+07:00,3.51,m     , O
LA,14301,HH,M,2004-07-10T07:00:00+07:00,3.72,m     , O
LA,14301,HH,M,2004-07-11T07:00:00+07:00,3.69,m     , O
LA,14301,HH,M,2004-07-12T07:00:00+07:00,3.65,m     , O
LA,14301,HH,M,2004-07-13T07:00:00+07:00,3.58,m     , O
LA,14301,HH,M,2004-07-14T07:00:00+07:00,3.57,m     , O
LA,14301,HH,M,2004-07-15T07:00:00+07:00,3.62,m     , O
LA,14301,HH,M,2004-07-16T07:00:00+07:00,3.73,m     , O
LA,14301,HH,M,2004-07-17T07:00:00+07:00,3.86,m     , O
LA,14301,HH,M,2004-07-18T07:00:00+07:00,3.93,m     , O
LA,14301,HH,M,2004-07-19T07:00:00+07:00,4.1,m     , O
LA,14301,HH,M,2004-07-20T07:00:00+07:00,4.34,m     , O
LA,14301,HH,M,2004-07-21T07:00:00+07:00,4.54,m     , O
LA,14301,HH,M,2004-07-22T07:00:00+07:00,4.65,m     , O
LA,14301,HH,M,2004-07-23T07:00:00+07:00,4.79,m     , O
LA,14301,HH,M,2004-07-24T07:00:00+07:00,4.87,m     , O
LA,14301,HH,M,2004-07-25T07:00:00+07:00,5.58,m     , O
LA,14301,HH,M,2004-07-26T07:00:00+07:00,6.34,m     , O
LA,14301,HH,M,2004-07-27T07:00:00+07:00,6.6,m     , O
LA,14301,HH,M,2004-07-28T07:00:00+07:00,7.14,m     , O
LA,14301,HH,M,2004-07-29T07:00:00+07:00,7.38,m     , O
LA,14301,HH,M,2004-07-30T07:00:00+07:00,7.05,m     , O
LA,14301,HH,M,2004-07-31T07:00:00+07:00,6.97,m     , O
LA,14301,HH,M,2004-08-01T07:00:00+07:00,6.89,m     , O
LA,14301,HH,M,2004-08-02T07:00:00+07:00,6.62,m     , O
LA,14301,HH,M,2004-08-03T07:00:00+07:00,6.37,m     , O
LA,14301,HH,M,2004-08-04T07:00:00+07:00,6.72,m     , O
LA,14301,HH,M,2004-08-05T07:00:00+07:00,6.62,m     , O
LA,14301,HH,M,2004-08-06T07:00:00+07:00,6.49,m     , O
LA,14301,HH,M,2004-08-07T07:00:00+07:00,6.54,m     , O
LA,14301,HH,M,2004-08-08T07:00:00+07:00,6.69,m     , O
LA,14301,HH,M,2004-08-09T07:00:00+07:00,6.89,m     , O
LA,14301,HH,M,2004-08-10T07:00:00+07:00,7.1,m     , O
LA,14301,HH,M,2004-08-11T07:00:00+07:00,7.14,m     , O
LA,14301,HH,M,2004-08-12T07:00:00+07:00,7.22,m     , O
LA,14301,HH,M,2004-08-13T07:00:00+07:00,7.36,m     , O
LA,14301,HH,M,2004-08-14T07:00:00+07:00,7.3,m     , O
LA,14301,HH,M,2004-08-15T07:00:00+07:00,7.15,m     , O
LA,14301,HH,M,2004-08-16T07:00:00+07:00,7.05,m     , O
LA,14301,HH,M,2004-08-17T07:00:00+07:00,7.19,m     , O
LA,14301,HH,M,2004-08-18T07:00:00+07:00,7.29,m     , O
LA,14301,HH,M,2004-08-19T07:00:00+07:00,7.5,m     , O
LA,14301,HH,M,2004-08-20T07:00:00+07:00,7.63,m     , O
LA,14301,HH,M,2004-08-21T07:00:00+07:00,7.78,m     , O
LA,14301,HH,M,2004-08-22T07:00:00+07:00,7.8,m     , O
LA,14301,HH,M,2004-08-23T07:00:00+07:00,7.77,m     , O
LA,14301,HH,M,2004-08-24T07:00:00+07:00,7.73,m     , O
LA,14301,HH,M,2004-08-25T07:00:00+07:00,7.64,m     , O
LA,14301,HH,M,2004-08-26T07:00:00+07:00,7.38,m     , O
LA,14301,HH,M,2004-08-27T07:00:00+07:00,7.3,m     , O
LA,14301,HH,M,2004-08-28T07:00:00+07:00,7.3,m     , O
LA,14301,HH,M,2004-08-29T07:00:00+07:00,7.36,m     , O
LA,14301,HH,M,2004-08-30T07:00:00+07:00,7.19,m     , O
LA,14301,HH,M,2004-08-31T07:00:00+07:00,7.13,m     , O
LA,14301,HH,M,2004-09-01T07:00:00+07:00,7.19,m     , O
LA,14301,HH,M,2004-09-02T07:00:00+07:00,7.27,m     , O
LA,14301,HH,M,2004-09-03T07:00:00+07:00,7.7,m     , O
LA,14301,HH,M,2004-09-04T07:00:00+07:00,7.94,m     , O
LA,14301,HH,M,2004-09-05T07:00:00+07:00,8,m     , O
LA,14301,HH,M,2004-09-06T07:00:00+07:00,7.92,m     , O
LA,14301,HH,M,2004-09-07T07:00:00+07:00,7.83,m     , O
LA,14301,HH,M,2004-09-08T07:00:00+07:00,7.85,m     , O
LA,14301,HH,M,2004-09-09T07:00:00+07:00,7.98,m     , O
LA,14301,HH,M,2004-09-10T07:00:00+07:00,8.1,m     , O
LA,14301,HH,M,2004-09-11T07:00:00+07:00,8.36,m     , O
LA,14301,HH,M,2004-09-12T07:00:00+07:00,8.51,m     , O
LA,14301,HH,M,2004-09-13T07:00:00+07:00,8.59,m     , O
LA,14301,HH,M,2004-09-14T07:00:00+07:00,8.45,m     , O
LA,14301,HH,M,2004-09-15T07:00:00+07:00,8.28,m     , O
LA,14301,HH,M,2004-09-16T07:00:00+07:00,8.29,m     , O
LA,14301,HH,M,2004-09-17T07:00:00+07:00,8.27,m     , O
LA,14301,HH,M,2004-09-18T07:00:00+07:00,8.19,m     , O
LA,14301,HH,M,2004-09-19T07:00:00+07:00,7.99,m     , O
LA,14301,HH,M,2004-09-20T07:00:00+07:00,8,m     , O
LA,14301,HH,M,2004-09-21T07:00:00+07:00,7.98,m     , O
LA,14301,HH,M,2004-09-22T07:00:00+07:00,7.81,m     , O
LA,14301,HH,M,2004-09-23T07:00:00+07:00,7.58,m     , O
LA,14301,HH,M,2004-09-24T07:00:00+07:00,7.43,m     , O
LA,14301,HH,M,2004-09-25T07:00:00+07:00,7.3,m     , O
LA,14301,HH,M,2004-09-26T07:00:00+07:00,7.11,m     , O
LA,14301,HH,M,2004-09-27T07:00:00+07:00,6.83,m     , O
LA,14301,HH,M,2004-09-28T07:00:00+07:00,6.58,m     , O
LA,14301,HH,M,2004-09-29T07:00:00+07:00,6.31,m     , O
LA,14301,HH,M,2004-09-30T07:00:00+07:00,5.99,m     , O
LA,14301,HH,M,2004-10-01T07:00:00+07:00,5.81,m     , O
LA,14301,HH,M,2004-10-02T07:00:00+07:00,5.7,m     , O
LA,14301,HH,M,2004-10-03T07:00:00+07:00,5.5,m     , O
LA,14301,HH,M,2004-10-04T07:00:00+07:00,5.29,m     , O
LA,14301,HH,M,2004-10-05T07:00:00+07:00,5.2,m     , O
LA,14301,HH,M,2004-10-06T07:00:00+07:00,5.22,m     , O
LA,14301,HH,M,2004-10-07T07:00:00+07:00,5.04,m     , O
LA,14301,HH,M,2004-10-08T07:00:00+07:00,4.92,m     , O
LA,14301,HH,M,2004-10-09T07:00:00+07:00,4.65,m     , O
LA,14301,HH,M,2004-10-10T07:00:00+07:00,4.54,m     , O
LA,14301,HH,M,2004-10-11T07:00:00+07:00,4.44,m     , O
LA,14301,HH,M,2004-10-12T07:00:00+07:00,4.25,m     , O
LA,14301,HH,M,2004-10-13T07:00:00+07:00,4.09,m     , O
LA,14301,HH,M,2004-10-14T07:00:00+07:00,3.87,m     , O
LA,14301,HH,M,2004-10-15T07:00:00+07:00,3.7,m     , O
LA,14301,HH,M,2004-10-16T07:00:00+07:00,3.59,m     , O
LA,14301,HH,M,2004-10-17T07:00:00+07:00,3.55,m     , O
LA,14301,HH,M,2004-10-18T07:00:00+07:00,3.52,m     , O
LA,14301,HH,M,2004-10-19T07:00:00+07:00,3.42,m     , O
LA,14301,HH,M,2004-10-20T07:00:00+07:00,3.35,m     , O
LA,14301,HH,M,2004-10-21T07:00:00+07:00,3.3,m     , O
LA,14301,HH,M,2004-10-22T07:00:00+07:00,3.27,m     , O
LA,14301,HH,M,2004-10-23T07:00:00+07:00,3.22,m     , O
LA,14301,HH,M,2004-10-24T07:00:00+07:00,3.19,m     , O
LA,14301,HH,M,2004-10-25T07:00:00+07:00,3.09,m     , O
LA,14301,HH,M,2004-10-26T07:00:00+07:00,3,m     , O
LA,14301,HH,M,2004-10-27T07:00:00+07:00,2.93,m     , O
LA,14301,HH,M,2004-10-28T07:00:00+07:00,2.87,m     , O
LA,14301,HH,M,2004-10-29T07:00:00+07:00,2.82,m     , O
LA,14301,HH,M,2004-10-30T07:00:00+07:00,2.77,m     , O
LA,14301,HH,M,2004-10-31T07:00:00+07:00,2.74,m     , O
LA,14301,HH,M,2004-11-01T07:00:00+07:00,2.67,m     , O
LA,14301,HH,M,2004-11-02T07:00:00+07:00,2.56,m     , O
LA,14301,HH,M,2004-11-03T07:00:00+07:00,2.51,m     , O
LA,14301,HH,M,2004-11-04T07:00:00+07:00,2.42,m     , O
LA,14301,HH,M,2004-11-05T07:00:00+07:00,2.38,m     , O
LA,14301,HH,M,2004-11-06T07:00:00+07:00,2.31,m     , O
LA,14301,HH,M,2004-11-07T07:00:00+07:00,2.26,m     , O
LA,14301,HH,M,2004-11-08T07:00:00+07:00,2.2,m     , O
LA,14301,HH,M,2004-11-09T07:00:00+07:00,2.04,m     , O
LA,14301,HH,M,2004-11-10T07:00:00+07:00,1.98,m     , O
LA,14301,HH,M,2004-11-11T07:00:00+07:00,1.98,m     , O
LA,14301,HH,M,2004-11-12T07:00:00+07:00,1.96,m     , O
LA,14301,HH,M,2004-11-13T07:00:00+07:00,1.96,m     , O
LA,14301,HH,M,2004-11-14T07:00:00+07:00,1.96,m     , O
LA,14301,HH,M,2004-11-15T07:00:00+07:00,1.85,m     , O
LA,14301,HH,M,2004-11-16T07:00:00+07:00,1.83,m     , O
LA,14301,HH,M,2004-11-17T07:00:00+07:00,1.78,m     , O
LA,14301,HH,M,2004-11-18T07:00:00+07:00,1.74,m     , O
LA,14301,HH,M,2004-11-19T07:00:00+07:00,1.74,m     , O
LA,14301,HH,M,2004-11-20T07:00:00+07:00,1.72,m     , O
LA,14301,HH,M,2004-11-21T07:00:00+07:00,1.69,m     , O
LA,14301,HH,M,2004-11-22T07:00:00+07:00,1.67,m     , O
LA,14301,HH,M,2004-11-23T07:00:00+07:00,1.66,m     , O
LA,14301,HH,M,2004-11-24T07:00:00+07:00,1.65,m     , O
LA,14301,HH,M,2004-11-25T07:00:00+07:00,1.64,m     , O
LA,14301,HH,M,2004-11-26T07:00:00+07:00,1.63,m     , O
LA,14301,HH,M,2004-11-27T07:00:00+07:00,1.6,m     , O
LA,14301,HH,M,2004-11-28T07:00:00+07:00,1.66,m     , O
LA,14301,HH,M,2004-11-29T07:00:00+07:00,1.69,m     , O
LA,14301,HH,M,2004-11-30T07:00:00+07:00,1.76,m     , O
LA,14301,HH,M,2004-12-01T07:00:00+07:00,1.7,m     , O
LA,14301,HH,M,2004-12-02T07:00:00+07:00,1.75,m     , O
LA,14301,HH,M,2004-12-03T07:00:00+07:00,1.67,m     , O
LA,14301,HH,M,2004-12-04T07:00:00+07:00,1.61,m     , O
LA,14301,HH,M,2004-12-05T07:00:00+07:00,1.59,m     , O
LA,14301,HH,M,2004-12-06T07:00:00+07:00,1.57,m     , O
LA,14301,HH,M,2004-12-07T07:00:00+07:00,1.54,m     , O
LA,14301,HH,M,2004-12-08T07:00:00+07:00,1.53,m     , O
LA,14301,HH,M,2004-12-09T07:00:00+07:00,1.45,m     , O
LA,14301,HH,M,2004-12-10T07:00:00+07:00,1.43,m     , O
LA,14301,HH,M,2004-12-11T07:00:00+07:00,1.4,m     , O
LA,14301,HH,M,2004-12-12T07:00:00+07:00,1.41,m     , O
LA,14301,HH,M,2004-12-13T07:00:00+07:00,1.43,m     , O
LA,14301,HH,M,2004-12-14T07:00:00+07:00,1.4,m     , O
LA,14301,HH,M,2004-12-15T07:00:00+07:00,1.38,m     , O
LA,14301,HH,M,2004-12-16T07:00:00+07:00,1.36,m     , O
LA,14301,HH,M,2004-12-17T07:00:00+07:00,1.35,m     , O
LA,14301,HH,M,2004-12-18T07:00:00+07:00,1.34,m     , O
LA,14301,HH,M,2004-12-19T07:00:00+07:00,1.33,m     , O
LA,14301,HH,M,2004-12-20T07:00:00+07:00,1.27,m     , O
LA,14301,HH,M,2004-12-21T07:00:00+07:00,1.24,m     , O
LA,14301,HH,M,2004-12-22T07:00:00+07:00,1.23,m     , O
LA,14301,HH,M,2004-12-23T07:00:00+07:00,1.23,m     , O
LA,14301,HH,M,2004-12-24T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2004-12-25T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2004-12-26T07:00:00+07:00,1.18,m     , O
LA,14301,HH,M,2004-12-27T07:00:00+07:00,1.17,m     , O
LA,14301,HH,M,2004-12-28T07:00:00+07:00,1.17,m     , O
LA,14301,HH,M,2004-12-29T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2004-12-30T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2004-12-31T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2005-01-01T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2005-01-02T07:00:00+07:00,1.07,m     , O
LA,14301,HH,M,2005-01-03T07:00:00+07:00,1.07,m     , O
LA,14301,HH,M,2005-01-04T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2005-01-05T07:00:00+07:00,1.07,m     , O
LA,14301,HH,M,2005-01-06T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2005-01-07T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2005-01-08T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2005-01-09T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2005-01-10T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2005-01-11T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2005-01-12T07:00:00+07:00,1.07,m     , O
LA,14301,HH,M,2005-01-13T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2005-01-14T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2005-01-15T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2005-01-16T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2005-01-17T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2005-01-18T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2005-01-19T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2005-01-20T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2005-01-21T07:00:00+07:00,1.07,m     , O
LA,14301,HH,M,2005-01-22T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2005-01-23T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2005-01-24T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2005-01-25T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2005-01-26T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2005-01-27T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2005-01-28T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2005-01-29T07:00:00+07:00,1.07,m     , O
LA,14301,HH,M,2005-01-30T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2005-01-31T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2005-02-01T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2005-02-02T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2005-02-03T07:00:00+07:00,0.86,m     , O
LA,14301,HH,M,2005-02-04T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2005-02-05T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2005-02-06T07:00:00+07:00,0.73,m     , O
LA,14301,HH,M,2005-02-07T07:00:00+07:00,0.72,m     , O
LA,14301,HH,M,2005-02-08T07:00:00+07:00,0.75,m     , O
LA,14301,HH,M,2005-02-09T07:00:00+07:00,0.75,m     , O
LA,14301,HH,M,2005-02-10T07:00:00+07:00,0.76,m     , O
LA,14301,HH,M,2005-02-11T07:00:00+07:00,0.72,m     , O
LA,14301,HH,M,2005-02-12T07:00:00+07:00,0.72,m     , O
LA,14301,HH,M,2005-02-13T07:00:00+07:00,0.73,m     , O
LA,14301,HH,M,2005-02-14T07:00:00+07:00,0.71,m     , O
LA,14301,HH,M,2005-02-15T07:00:00+07:00,0.73,m     , O
LA,14301,HH,M,2005-02-16T07:00:00+07:00,0.74,m     , O
LA,14301,HH,M,2005-02-17T07:00:00+07:00,0.75,m     , O
LA,14301,HH,M,2005-02-18T07:00:00+07:00,0.74,m     , O
LA,14301,HH,M,2005-02-19T07:00:00+07:00,0.73,m     , O
LA,14301,HH,M,2005-02-20T07:00:00+07:00,0.75,m     , O
LA,14301,HH,M,2005-02-21T07:00:00+07:00,0.76,m     , O
LA,14301,HH,M,2005-02-22T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2005-02-23T07:00:00+07:00,0.79,m     , O
LA,14301,HH,M,2005-02-24T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2005-02-25T07:00:00+07:00,0.75,m     , O
LA,14301,HH,M,2005-02-26T07:00:00+07:00,0.71,m     , O
LA,14301,HH,M,2005-02-27T07:00:00+07:00,0.69,m     , O
